instancia,q-medio,q-desvio,tempo,alfa,mutacao,filhos
Qatar,86034,1940.89,349.2173012379935,85,20,95
Qatar,86502,1215.77,349.21821426700626,90,20,95
Qatar,87095,2521.88,349.2220728030079,5,20,100
Qatar,86688,950.75,349.222009324003,10,20,100
Qatar,85944,958.14,349.21282931200403,15,20,100
Qatar,85401,1123.33,349.22177684199414,20,20,100
Qatar,86217,2033.62,349.21903833300166,80,20,100
Qatar,87033,1678.11,349.2192575090012,85,20,100
Qatar,85179,2058.41,349.21712881099666,90,20,100
Qatar,47885,1197.84,349.21914509299677,5,80,5
Qatar,47892,790.82,349.21369509299984,10,80,5
Qatar,48215,700.04,349.2198838900076,15,80,5
Qatar,47679,1561.7,349.2223000800004,20,80,5
Qatar,47596,1644.08,349.2139774910029,80,80,5
Qatar,46354,2090.31,349.2204855279997,85,80,5
Qatar,47286,1298.84,349.222022492002,90,80,5
Qatar,46968,1107.19,349.21832697000355,5,80,10
Qatar,46890,1727.0,349.21989450399997,10,80,10
Qatar,47556,1238.21,349.2205995450058,15,80,10
Qatar,46318,1795.16,349.224767814012,20,80,10
Qatar,46686,2168.3,349.2151962189964,80,80,10
Qatar,47580,1954.94,349.2209033789986,85,80,10
Qatar,46326,1808.13,349.2202786140115,90,80,10
Qatar,46264,2745.08,349.21933669099235,5,80,15
Qatar,45383,3279.61,349.2227318940131,10,80,15
Qatar,45874,2731.29,349.2198533900082,15,80,15
Qatar,45439,3626.58,349.21464276799816,20,80,15
Qatar,46788,2830.41,349.2197090629925,80,80,15
Qatar,45494,3223.89,349.2189156680106,85,80,15
Qatar,45090,3224.14,349.21740037199925,90,80,15
Qatar,45942,3470.81,349.22042051200697,5,80,20
Qatar,44590,4590.26,349.2148079609906,10,80,20
Qatar,45646,3165.21,349.2215288459993,15,80,20
Qatar,44221,3284.17,349.216879760992,20,80,20
Qatar,45760,3232.46,349.217460949003,80,80,20
Qatar,45246,2915.25,349.2168118440022,85,80,20
Qatar,45853,3244.33,349.2154367589974,90,80,20
Qatar,46732,1377.86,349.2134052790061,5,80,85
Qatar,48070,791.92,349.2166844000021,10,80,85
Qatar,47805,1380.61,349.223807012997,15,80,85
Qatar,45879,2588.97,349.2197999560012,20,80,85
Qatar,48014,1156.92,349.22255448499345,80,80,85
Qatar,47378,2417.63,349.217174409001,85,80,85
Qatar,47070,2047.61,349.2140935520001,90,80,85
Qatar,47668,980.64,349.2225221539993,5,80,90
Qatar,48110,948.4,349.2210644459992,10,80,90
Qatar,47562,1229.04,349.2183026920102,15,80,90
Qatar,47936,898.5,349.2149035050097,20,80,90
Qatar,48070,818.06,349.214783857009,80,80,90
Qatar,47519,1082.16,349.2151229949959,85,80,90
Qatar,46570,1589.43,349.2166095709981,90,80,90
Qatar,85505,1973.54,349.21112966699,5,80,95
Qatar,86621,1714.52,349.21998072399583,10,80,95
Qatar,87880,1501.97,349.2174933579954,15,80,95
Qatar,87217,1202.83,349.2162632219988,20,80,95
Qatar,86300,2561.58,349.219231776995,80,80,95
Qatar,86291,1100.61,349.21515465799894,85,80,95
Qatar,87410,1976.73,349.2100720319868,90,80,95
Qatar,86842,1790.77,349.2238055120106,5,80,100
Qatar,86801,2445.09,349.2212773769861,10,80,100
Qatar,86311,1587.8,349.22274439600005,15,80,100
Qatar,86832,2268.97,349.2169263679971,20,80,100
Qatar,86404,2078.83,349.2148005380004,80,80,100
Qatar,85820,1261.08,349.2158676270046,85,80,100
Qatar,86676,1170.58,349.2177948030003,90,80,100
Qatar,47345,1810.25,349.21697710000444,5,85,5
Qatar,46866,2047.59,349.2241362479981,10,85,5
Qatar,47513,1146.4,349.21968720799487,15,85,5
Qatar,47388,2030.96,349.2116846539866,20,85,5
Qatar,47765,1399.6,349.2161368800007,80,85,5
Qatar,47112,2278.92,349.22657593298936,85,85,5
Qatar,47256,2002.89,349.2222548209975,90,85,5
Qatar,47487,1788.46,349.21780471999955,5,85,10
Qatar,46110,1361.8,349.2194159619976,10,85,10
Qatar,46857,2411.88,349.2148911080003,15,85,10
Qatar,46806,2233.28,349.21431630299776,20,85,10
Qatar,46702,1582.42,349.21822572399105,80,85,10
Qatar,47215,1533.64,349.2191978109913,85,85,10
Qatar,48526,1050.69,349.2136094489979,90,85,10
Qatar,45647,3835.41,349.21842797000136,5,85,15
Qatar,46545,2582.8,349.219719308996,10,85,15
Qatar,44484,4485.11,349.21232460699684,15,85,15
Qatar,46488,2777.3,349.22229028400034,20,85,15
Qatar,44911,3271.39,349.2216173439956,80,85,15
Qatar,43811,2822.47,349.21763165999437,85,85,15
Qatar,45320,3390.03,349.2230458519916,90,85,15
Qatar,44299,3454.84,349.22215490099916,5,85,20
Qatar,44636,3360.21,349.21868609500234,10,85,20
Qatar,45126,3687.49,349.2195940550009,15,85,20
Qatar,44478,2419.48,349.2152608829929,20,85,20
Qatar,46972,2075.54,349.2144568090007,80,85,20
Qatar,44479,3392.77,349.2126770729956,85,85,20
Qatar,43872,3207.81,349.22163978699245,90,85,20
Qatar,46913,2004.31,349.2165950040071,5,85,85
Qatar,47473,1202.74,349.2212322310079,10,85,85
Qatar,47037,1590.61,349.2191899400059,15,85,85
Qatar,47562,1648.28,349.216683170991,20,85,85
Qatar,47864,798.65,349.2192884119868,80,85,85
Qatar,47106,1909.27,349.21398206500453,85,85,85
Qatar,46619,1723.6,349.2179412400001,90,85,85
Qatar,48269,753.99,349.21645350698964,5,85,90
Qatar,48235,1030.28,349.2170960270014,10,85,90
Qatar,48069,837.98,349.2154572909931,15,85,90
Qatar,47206,1314.03,349.22242974099936,20,85,90
Qatar,47957,739.02,349.2172714199987,80,85,90
Qatar,48053,558.7,349.2162881599943,85,85,90
Qatar,47535,1348.17,349.2200760739943,90,85,90
Qatar,86832,1822.12,349.2228241539997,5,85,95
Qatar,86897,1485.62,349.22402263700496,10,85,95
Qatar,86281,1836.63,349.21978731000854,15,85,95
Qatar,87473,1152.12,349.21823229700385,20,85,95
Qatar,86260,1755.9,349.2207697919948,80,85,95
Qatar,87685,1113.6,349.21805256399966,85,85,95
Qatar,86420,1972.47,349.2170721279981,90,85,95
Qatar,86324,2030.03,349.2163836030086,5,85,100
Qatar,86709,1936.28,349.2190639210021,10,85,100
Qatar,86575,2360.2,349.21860839999863,15,85,100
Qatar,86374,1576.75,349.20923334099643,20,85,100
Qatar,87896,1577.77,349.2211974429956,80,85,100
Qatar,87479,843.45,349.22088011499727,85,85,100
Qatar,87038,2297.28,349.2241175999952,90,85,100
Qatar,48686,688.95,349.21810192099656,5,90,5
Qatar,46695,2448.67,349.21554214500065,10,90,5
Qatar,47402,1813.98,349.22357290799846,15,90,5
Qatar,47900,764.16,349.22139980200154,20,90,5
Qatar,47969,1659.94,349.21986423000635,80,90,5
Qatar,46939,2666.59,349.21815687099297,85,90,5
Qatar,48228,977.77,349.2178033399978,90,90,5
Qatar,44828,3127.78,349.21524014600436,5,90,10
Qatar,45178,3582.65,349.223238674007,10,90,10
Qatar,46848,2645.58,349.22130663099233,15,90,10
Qatar,46655,2753.82,349.2238658670103,20,90,10
Qatar,46006,2590.85,349.22117468599754,80,90,10
Qatar,45784,3294.84,349.2169895370025,85,90,10
Qatar,47493,2035.14,349.21474716199737,90,90,10
Qatar,44548,4401.62,349.2204838100006,5,90,15
Qatar,44966,3979.22,349.217981349997,10,90,15
Qatar,46353,3348.35,349.22235779500625,15,90,15
Qatar,46078,2851.65,349.2209126329981,20,90,15
Qatar,44508,4088.91,349.2166572670103,80,90,15
Qatar,44455,4014.65,349.21426727299695,85,90,15
Qatar,43889,3660.99,349.21447674899537,90,90,15
Qatar,45909,3570.23,349.2220622760069,5,90,20
Qatar,46057,3203.81,349.2142736920068,10,90,20
Qatar,42983,4021.21,349.2138959159929,15,90,20
Qatar,45352,4008.95,349.2156876880035,20,90,20
Qatar,45181,3667.87,349.2190665310045,80,90,20
Qatar,43515,3338.68,349.2165074950026,85,90,20
Qatar,45800,3037.43,349.21501287700085,90,90,20
Qatar,46181,2120.64,349.2137874470063,5,90,85
Qatar,47684,1277.89,349.2206260509993,10,90,85
Qatar,47757,1038.04,349.22143127198797,15,90,85
Qatar,46596,1612.68,349.21725489800156,20,90,85
Qatar,47457,1762.59,349.22038963199884,80,90,85
Qatar,48077,1025.97,349.21735395499854,85,90,85
Qatar,47761,609.23,349.2157050399983,90,90,85
Qatar,47220,1205.74,349.22037612799613,5,90,90
Qatar,47189,1589.05,349.21835474300315,10,90,90
Qatar,48126,797.72,349.2165499669936,15,90,90
Qatar,47004,970.46,349.2172708880098,20,90,90
Qatar,46733,1255.15,349.2186401630024,80,90,90
Qatar,47070,1748.27,349.2190208309912,85,90,90
Qatar,47652,805.1,349.215701522975,90,90,90
Qatar,85893,2253.14,349.22269786399556,5,90,95
Qatar,86739,1742.02,349.22130342700984,10,90,95
Qatar,87359,1508.25,349.2128380530048,15,90,95
Qatar,87218,1774.85,349.22402530899853,20,90,95
Qatar,87412,2106.26,349.21825190100935,80,90,95
Qatar,86036,1248.46,349.22117073001573,85,90,95
Qatar,86874,2263.93,349.21656037599314,90,90,95
Qatar,87062,1803.44,349.22194674098864,5,90,100
Qatar,87232,2167.3,349.2200032850087,10,90,100
Qatar,86315,1160.13,349.2207540780073,15,90,100
Qatar,86497,1937.08,349.2194150080031,20,90,100
Qatar,86517,1667.68,349.2217240530008,80,90,100
Qatar,86186,1515.85,349.2190121609892,85,90,100
Qatar,86333,1101.9,349.2170512629964,90,90,100
Uruguay,978336,14598.78,1762.172542131,15,90,20
Uruguay,989084,5721.86,1762.051722955,80,5,20
Uruguay,988637,10178.26,1762.0626040020002,85,15,100
Uruguay,984188,11347.52,1761.8817994909996,80,85,20
Uruguay,988784,4838.68,1762.2580866950002,5,15,20
Uruguay,985566,9634.56,1762.0003697529992,5,20,100
Uruguay,980362,14051.99,1762.0917853789997,15,90,20
Uruguay,984081,16840.54,1762.0407656330008,15,80,10
Uruguay,986368,12067.23,1762.0131593919996,80,85,100
Zimbabwe,1028823,15929.07,2230.2646602019977,15,90,20
Zimbabwe,1032697,15474.39,2230.4539683449984,80,5,20
Zimbabwe,1032751,17907.66,2230.320132449997,85,15,100
Zimbabwe,1038112,12897.05,2230.311865822001,80,85,20
Zimbabwe,1025198,14420.12,2230.258012497001,5,15,20
Zimbabwe,1039316,11164.7,2230.3456569150003,5,20,100
Zimbabwe,1033996,12443.51,2230.453926975999,15,90,20
Zimbabwe,1037605,8785.41,2230.432364014003,15,80,10
Zimbabwe,1041442,10158.1,2230.3693630740017,80,85,100
